"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","upec-98_11162019","upec-99_11172019"
"prpB","","2-methylisocitrate lyase","2","2","1","87","269","","","","890","890","890","upec-98_03835","upec-99_03847"
"frwD","","PTS system fructose-like IIB component 2","2","2","1","85","68","","","","341","341","341","upec-98_00183","upec-99_04171"
"group_6004","","hypothetical protein","2","2","1","90","964","","","","776","776","776","upec-98_01297","upec-99_03002"
"acpS","","holo-[acyl-carrier-protein] synthase","2","2","1","90","566","","","","380","380","380","upec-98_03710","upec-99_01988"
"frmB","","S-formylglutathione hydrolase","2","2","1","87","291","","","","833","833","833","upec-98_03846","upec-99_00029"
"ysgA_1","","putative hydrolase","2","2","1","82","89","","","","809","815","812","upec-98_00386","upec-99_03679"
"yajI","","putative lipoprotein","2","2","1","87","129","","","","539","539","539","upec-98_03970","upec-99_01454"
"yhhM","","putative receptor","2","2","1","86","81","","","","359","359","359","upec-98_01010","upec-99_00190"
"lacA_2","","galactoside O-acetyltransferase monomer","2","2","1","87","279","","","","605","620","612","upec-98_03841","upec-99_03857"
"yeeW_2","","CP4-44 prophage; predicted protein","2","2","1","90","1050","","","","194","194","194","upec-98_01525","upec-99_00519"
"ygjR","","putative NAD(P)-binding dehydrogenase","2","2","1","91","1008","","","","986","986","986","upec-98_01893","upec-99_04285"
"ftsK","","essential cell division protein FtsK","2","2","1","89","422","","","","3989","4004","3996","upec-98_04510","upec-99_03314"
"group_6013","","hypothetical protein","2","2","1","88","179","","","","764","764","764","upec-98_00703","upec-99_02839"
"ygfZ","","folate-binding protein","2","2","1","90","375","","","","980","980","980","upec-98_03074","upec-99_00896"
"rutF","","flavin reductase","2","2","1","89","319","","","","494","494","494","upec-98_04609","upec-99_03431"
"nfsA","","NADPH nitroreductase monomer","2","2","1","89","462","","","","722","722","722","upec-98_04464","upec-99_03274"
"group_6017","","hypothetical protein","2","2","1","91","1639","","","","161","161","161","upec-98_04872","upec-99_00477"
"yafC","","putative DNA-binding transcriptional regulator LYSR-type","2","2","1","79","3","","","","914","914","914","upec-98_00415","upec-99_03701"
"flgL","","flagellar biosynthesis; hook-filament junction protein","2","2","1","89","247","","","","953","953","953","upec-98_04680","upec-99_00285"
"lacZ","","beta-galactosidase monomer","2","2","1","87","281","","","","3074","3074","3074","upec-98_03843","upec-99_03859"
"ygfS","","putative oxidoreductase, 4Fe-4S ferredoxin-type subunit","2","2","1","90","388","","","","488","488","488","upec-98_03087","upec-99_00883"
"yedW_5","","putative DNA-binding response regulator in two-component system with YedV","2","2","1","83","63","","","","782","782","782","upec-98_01637","upec-99_01003"
"mdtL","","multidrug efflux transporter MdtL","2","2","1","91","872","","","","1175","1175","1175","upec-98_02522","upec-99_02461"
"bioA","","adenosylmethionine-8-amino-7-oxononanoate aminotransferase monomer","2","2","1","89","538","","","","1289","1289","1289","upec-98_04389","upec-99_03197"
"ompG","","outer membrane porin OmpG","2","2","1","91","1735","","","","905","905","905","upec-98_02126","upec-99_01833"
"yegV","","putative kinase","2","2","1","90","1155","","","","965","965","965","upec-98_01436","upec-99_01216"
"yfgI","","putative membrane protein","2","2","1","90","625","","","","539","539","539","upec-98_03654","upec-99_02049"
"group_6027","","hypothetical protein","2","2","1","91","1220","","","","545","545","545","upec-98_02228","upec-99_04587"
"dhaM","","dihydroxyacetone kinase subunit M","2","2","1","91","1590","","","","1418","1418","1418","upec-98_04825","upec-99_03069"
"csgC","","putative curli production protein","2","2","1","89","286","","","","332","332","332","upec-98_04641","upec-99_00246"
"purK","","N5-carboxyaminoimidazole ribonucleotide synthetase monomer","2","2","1","87","16","","","","1067","1067","1067","upec-98_03861","upec-99_00783"
"ycaL","","putative heat shock protein","2","2","1","89","406","","","","764","764","764","upec-98_04526","upec-99_03333"
"caiF","","CaiF-L-carnitine DNA-binding Transcriptional Activator","2","2","1","91","1387","","","","395","395","395","upec-98_02928","upec-99_04433"
"group_6032","","hypothetical protein","2","2","1","91","301","","","","302","302","302","upec-98_02714","upec-99_04006"
"aceB","","malate synthase A","2","2","1","91","129","","","","1601","1601","1601","upec-98_04046","upec-99_02282"
"xylB","","xylulokinase","2","2","1","91","682","","","","1454","1454","1454","upec-98_02352","upec-99_01934"
"group_6035","","hypothetical protein","2","2","1","89","175","","","","176","176","176","upec-98_04905","upec-99_03784"
"yjfP","","esterase","2","2","1","91","331","","","","749","749","749","upec-98_02744","upec-99_00725"
"ubiC","","chorismate lyase","2","2","1","91","161","","","","497","497","497","upec-98_04078","upec-99_03879"
"cobT","","nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase","2","2","1","83","165","","","","1079","1079","1079","upec-98_03432","upec-99_03467"
"ynfD","","putative protein","2","2","1","88","95","","","","305","305","305","upec-98_00786","upec-99_00346"
"fdrA","","putative acyl-CoA synthetase with NAD(P)-binding Rossmann-fold domain protein","2","2","1","87","20","","","","602","1667","1134","upec-98_03865","upec-99_00779"
"yfaU","","2-keto-3-deoxy-L-rhamnonate aldolase","2","2","1","90","942","","","","803","803","803","upec-98_01279","upec-99_03023"
"bioH","","pimeloyl-[acp] methyl ester esterase","2","2","1","86","181","","","","770","770","770","upec-98_00944","upec-99_00138"
"rspB_2","","putative oxidoreductase, Zn-dependent and NAD(P)-binding","2","2","1","88","89","","","","1019","1019","1019","upec-98_00792","upec-99_00340"
"yebB","","putative protein","2","2","1","88","421","","","","602","602","602","upec-98_00517","upec-99_01331"
"rtn","","putative lipoprotein","2","2","1","90","1013","","","","1556","1556","1556","upec-98_01346","upec-99_02954"
"rlmD","","23S rRNA methyltransferase","2","2","1","90","520","","","","1301","1301","1301","upec-98_03198","upec-99_00954"
"rsxD","","integral membrane protein of SoxR-reducing complex","2","2","1","88","141","","","","1058","1058","1058","upec-98_00742","upec-99_02881"
"pgpB","","undecaprenyl pyrophosphate phosphatase [multifunctional]","2","2","1","91","1688","","","","764","764","764","upec-98_02087","upec-99_01790"
"yeiR","","zinc-binding GTPase","2","2","1","90","1016","","","","986","986","986","upec-98_01349","upec-99_02951"
"ugpQ","","glycerophosphodiester phosphodiesterase, cytosolic","2","2","1","86","224","","","","743","743","743","upec-98_00986","upec-99_00172"
"ybbB","","tRNA 2-selenouridine synthase","2","2","1","87","39","","","","1094","1094","1094","upec-98_03879","upec-99_00765"
"yfaW","","L-rhamnonate dehydratase","2","2","1","90","939","","","","1205","1205","1205","upec-98_01277","upec-99_03025"
"modB","","molybdate ABC transporter - membrane subunit","2","2","1","89","549","","","","689","689","689","upec-98_04378","upec-99_03187"
"sdsP","","SdsRQP multidrug efflux transport system - predicted outer membrane factor","2","2","1","91","219","","","","1466","1466","1466","upec-98_04141","upec-99_03922"
"group_6053","","hypothetical protein","2","2","1","90","712","","","","764","764","764","upec-98_03576","upec-99_03127"
"yciF","","putative structural protein","2","2","1","91","1664","","","","500","500","500","upec-98_02066","upec-99_00460"
"group_6055","","hypothetical protein","2","2","1","87","10","","","","521","521","521","upec-98_03855","upec-99_00788"
"group_6056","","hypothetical protein","2","2","1","89","699","","","","1220","1220","1220","upec-98_04241","upec-99_03552"
"ygcS","","YgcS MFS transporter","2","2","1","90","535","","","","1409","1409","1409","upec-98_03215","upec-99_00968"
"group_6058","","hypothetical protein","2","2","1","86","149","","","","362","362","362","upec-98_00912","upec-99_00108"
"ftsY","","SRP receptor","2","2","1","86","84","","","","1493","1496","1494","upec-98_01007","upec-99_00187"
"group_606","","hypothetical protein","2","2","1","87","48","","","","458","458","458","upec-98_03888","upec-99_01378"
"yhbQ","","putative endonuclease","2","2","1","91","951","","","","302","302","302","upec-98_01837","upec-99_04347"
"yjcS","","putative alkyl sulfatase","2","2","1","91","223","","","","1985","1985","1985","upec-98_04145","upec-99_03926"
"csrD","","regulator of CsrB and CsrC decay","2","2","1","91","537","","","","1940","1940","1940","upec-98_01749","upec-99_02417"
"php_1","","putative hydrolase","2","2","1","86","145","","","","878","878","878","upec-98_00909","upec-99_00105"
"mdtD","","putative transport protein MdtD","2","2","1","90","1126","","","","1415","1415","1415","upec-98_01457","upec-99_01235"
"yfeA","","putative diguanylate cyclase","2","2","1","90","719","","","","2189","2189","2189","upec-98_03567","upec-99_00611"
"fimG","","fimbrial morphology","2","2","1","91","1162","","","","503","503","503","upec-98_02010","upec-99_04634"
"ydcA","","hypothetical protein","2","2","1","91","1793","","","","173","173","173","upec-98_02174","upec-99_02263"
"rnhB","","RNAse HII, degrades RNA of DNA-RNA hybrids","2","2","1","91","1229","","","","596","596","596","upec-98_02236","upec-99_04579"
"ybaQ","","putative DNA-binding transcriptional regulator","2","2","1","87","57","","","","341","395","368","upec-98_03897","upec-99_01383"
"aes_2","","acetyl esterase","2","2","1","87","65","","","","959","959","959","upec-98_03907","upec-99_01390"
"dnaX","","DNA polymerase III subunit tau","2","2","1","87","72","","","","353","1931","1142","upec-98_03913","upec-99_01397"
"group_610","","hypothetical protein","2","2","1","87","74","","","","377","377","377","upec-98_03915","upec-99_01399"
"priC","","primosomal replication protein N''","2","2","1","87","75","","","","527","527","527","upec-98_03916","upec-99_01400"
"acrB","","AcrB RND-type permease","2","2","1","87","80","","","","2087","3149","2618","upec-98_03921","upec-99_01405"
"maa","","maltose acetyltransferase","2","2","1","87","83","","","","551","551","551","upec-98_03924","upec-99_01408"
"mdlA","","putative multidrug transporter subunit of ABC superfamily: ATP-binding component","2","2","1","87","93","","","","1772","1772","1772","upec-98_03934","upec-99_01418"
"cyoD","","cytochrome bo terminal oxidase subunit IV","2","2","1","87","112","","","","329","329","329","upec-98_03953","upec-99_01437"
"acpH","","acyl carrier protein phosphodiesterase","2","2","1","87","137","","","","581","581","581","upec-98_03978","upec-99_01462"
"malZ","","maltodextrin glucosidase","2","2","1","87","138","","","","1817","1817","1817","upec-98_03979","upec-99_01463"
"brnQ","","branched chain amino acid transporter BrnQ","2","2","1","87","140","","","","1226","1319","1272","upec-98_03981","upec-99_01465"
"sbcC","","ATP-dependent dsDNA exonuclease","2","2","1","87","144","","","","3143","3146","3144","upec-98_03985","upec-99_01894"
"group_620","","hypothetical protein","2","2","1","87","148","","","","119","182","150","upec-98_03989","upec-99_01898"
"group_621","","hypothetical protein","2","2","1","87","150","","","","677","677","677","upec-98_03991","upec-99_01900"
"tauD","","taurine dioxygenase monomer","2","2","1","87","305","","","","851","851","851","upec-98_04010","upec-99_01919"
"tauC","","taurine ABC transporter - membrane subunit","2","2","1","87","304","","","","827","827","827","upec-98_04011","upec-99_01920"
"tauB","","taurine ABC transporter - ATP binding subunit","2","2","1","87","303","","","","269","767","518","upec-98_04012","upec-99_01921"
"yjaA","","stress response protein","2","2","1","91","126","","","","383","383","383","upec-98_04043","upec-99_02279"
"yjaB","","putative acetyltransferase","2","2","1","91","127","","","","443","443","443","upec-98_04044","upec-99_02280"
"group_627","","hypothetical protein","2","2","1","91","145","","","","737","737","737","upec-98_04068","upec-99_02296"
"zur","","Zur-Zn2  DNA-binding transcriptional repressor","2","2","1","91","169","","","","515","515","515","upec-98_04085","upec-99_03886"
"dusA","","tRNA-dihydrouridine synthase A","2","2","1","91","172","","","","995","1037","1016","upec-98_04086","upec-99_03889"
"pspG","","phage shock protein G","2","2","1","91","173","","","","242","242","242","upec-98_04087","upec-99_03890"
"tyrB","","tyrosine aminotransferase","2","2","1","91","182","","","","1193","1193","1193","upec-98_04098","upec-99_03894"
"yjcC","","putative c-di-GMP-specific phosphodiesterase","2","2","1","91","193","","","","1586","1586","1586","upec-98_04114","upec-99_03902"
"nrfF","","activator of formate-dependent nitrite reductase complex","2","2","1","91","210","","","","383","383","383","upec-98_04130","upec-99_03916"
"nrfG","","NrfG","2","2","1","91","211","","","","596","596","596","upec-98_04131","upec-99_03917"
"ytcA","","hypothetical protein","2","2","1","91","222","","","","275","275","275","upec-98_04144","upec-99_03925"
"alsK","","D-allose kinase","2","2","1","91","224","","","","929","929","929","upec-98_04146","upec-99_03927"
"rpiB","","allose-6-phosphate isomerase / ribose-5-phosphate isomerase B monomer","2","2","1","91","230","","","","449","449","449","upec-98_04153","upec-99_03933"
"group_638","","hypothetical protein","2","2","1","91","231","","","","329","329","329","upec-98_04154","upec-99_03934"
"phnP","","5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate phosphodiesterase","2","2","1","91","232","","","","758","758","758","upec-98_04155","upec-99_03935"
"phnN","","ribose 1,5-bisphosphokinase","2","2","1","91","234","","","","557","557","557","upec-98_04157","upec-99_03937"
"phnL","","PhnL subunit of methylphosphonate degradation complex","2","2","1","91","236","","","","680","680","680","upec-98_04159","upec-99_03940"
"phnH","","PhnH subunit of methylphosphonate degradation complex","2","2","1","91","240","","","","584","584","584","upec-98_04163","upec-99_03944"
