"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","A_11102019","K_11082019"
"chbC_1","","N,N'-diacetylchitobiose permease IIC component","1","1","1","122","5","569","5","","1322","1322","1322","A_02570",""
"gmuB","","Oligo-beta-mannoside-specific phosphotransferase enzyme IIB component","1","1","1","122","6","569","4","","311","311","311","A_02571",""
"carB_1","","Carbamoyl-phosphate synthase large chain","1","1","1","132","156","166","1","","1124","1124","1124","","K_01178"
"mngR_3","","Mannosyl-D-glycerate transport/metabolism system repressor MngR","1","1","1","122","7","569","3","","719","719","719","A_02572",""
"pncC_2","","Nicotinamide-nucleotide amidohydrolase PncC","1","1","1","122","8","44","1","","518","518","518","A_02578",""
"group_1142","","hypothetical protein","1","1","1","113","31","605","7","","458","458","458","A_02586",""
"group_1143","","hypothetical protein","1","1","1","113","32","605","8","","509","509","509","A_02587",""
"group_1144","","hypothetical protein","1","1","1","113","33","605","9","","623","623","623","A_02588",""
"group_1145","","hypothetical protein","1","1","1","113","34","605","10","","233","233","233","A_02589",""
"group_1146","","hypothetical protein","1","1","1","113","35","605","6","","191","191","191","A_02590",""
"shlB","","Hemolysin transporter protein ShlB","1","1","1","113","36","605","5","","1046","1046","1046","A_02591",""
"recD_2","","RecBCD enzyme subunit RecD","1","1","1","113","37","605","4","","2681","2681","2681","A_02592",""
"group_1149","cysH_2","Phosphoadenosine phosphosulfate reductase","1","1","1","113","38","605","3","","1232","1232","1232","A_02593",""
"group_1150","","hypothetical protein","1","1","1","113","39","605","2","","638","638","638","A_02594",""
"group_1151","","hypothetical protein","1","1","1","113","40","605","1","","644","644","644","A_02595",""
"group_1152","","hypothetical protein","1","1","1","113","30","508","2","","887","887","887","A_02597",""
"group_1153","","hypothetical protein","1","1","1","113","29","508","3","","1193","1193","1193","A_02598",""
"iucA","","N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase","1","1","1","113","28","508","4","","1724","1724","1724","A_02599",""
"iucB","","N(6)-hydroxylysine O-acetyltransferase","1","1","1","113","27","508","1","","947","947","947","A_02600",""
"iutA","","Ferric aerobactin receptor","1","1","1","113","24","","","","2198","2198","2198","A_02603",""
"group_1157","","hypothetical protein","1","1","1","116","25","69","1","","341","341","341","A_02604",""
"group_1158","","hypothetical protein","1","1","1","116","24","246","1","","734","734","734","A_02617",""
"group_1159","","hypothetical protein","1","1","1","116","11","367","1","","881","881","881","A_02635",""
"yicJ_2","","Inner membrane symporter YicJ","1","1","1","134","490","99","1","","1070","1070","1070","A_04006",""
"iclR_1","","Acetate operon repressor","1","1","1","134","167","531","5","","779","779","779","A_02652",""
"yagE_2","","putative 2-keto-3-deoxy-galactonate aldolase YagE","1","1","1","134","166","531","4","","893","893","893","A_02653",""
"rhmT_2","","Inner membrane transport protein RhmT","1","1","1","134","165","531","3","","1301","1301","1301","A_02654",""
"uxaA_2","","Altronate dehydratase","1","1","1","134","164","531","2","","1601","1601","1601","A_02655",""
"group_1164","","hypothetical protein","1","1","1","134","168","531","1","","119","119","119","A_02656",""
"group_1165","","hypothetical protein","1","1","1","134","181","250","1","","326","326","326","A_02684",""
"group_1166","","hypothetical protein","1","1","1","134","692","247","1","","719","719","719","A_02694",""
"chpS","","Antitoxin ChpS","1","1","1","134","703","321","1","","251","251","251","A_02702",""
"chpB","","Endoribonuclease ChpB","1","1","1","134","691","321","2","","314","314","314","A_02703",""
"group_1169","","hypothetical protein","1","1","1","134","728","379","2","","242","242","242","A_02727",""
"group_1170","","hypothetical protein","1","1","1","134","729","379","1","","1355","1355","1355","A_02728",""
"intA_4","","Prophage CP4-57 integrase","1","1","1","134","754","16","1","","545","545","545","A_02741",""
"group_1172","","hypothetical protein","1","1","1","135","49","15","1","","482","482","482","A_02744",""
"papD_2","","Chaperone protein PapD","1","1","1","135","1173","177","1","","731","731","731","A_02755",""
"group_1174","","hypothetical protein","1","1","1","134","262","66","1","","1220","1220","1220","A_02765",""
"group_1175","","hypothetical protein","1","1","1","73","2","522","2","","113","113","113","A_02794",""
"cbtA_1","","Cytoskeleton-binding toxin CbtA","1","1","1","73","1","522","1","","263","263","263","A_02795",""
"tnsB","","Transposon Tn7 transposition protein TnsB","1","1","1","72","5","527","5","","1268","1268","1268","A_02796",""
"group_1178","","hypothetical protein","1","1","1","72","4","527","4","","236","236","236","A_02797",""
"mta","","HTH-type transcriptional activator mta","1","1","1","72","3","527","3","","362","362","362","A_02798",""
"icsA_3","","Outer membrane protein IcsA autotransporter","1","1","1","125","31","8","1","","1520","1520","1520","A_04164",""
"merA","","Mercuric reductase","1","1","1","72","2","527","2","","542","542","542","A_02799",""
"rhmR_2","","putative HTH-type transcriptional regulator RhmR","1","1","1","135","998","363","2","","782","782","782","A_02822",""
"rhmD","","L-rhamnonate dehydratase","1","1","1","135","997","363","1","","1205","1205","1205","A_02823",""
"group_1183","","hypothetical protein","1","1","1","135","992","104","1","","902","902","902","A_02826",""
"group_1184","","hypothetical protein","1","1","1","135","982","161","1","","206","206","206","A_02832",""
"group_1185","aidA-I","AIDA-I autotransporter","1","1","1","135","976","257","1","","3752","3752","3752","A_02837",""
"group_1186","","hypothetical protein","1","1","1","135","951","29","1","","164","164","164","A_02861",""
"pgrR_2","","HTH-type transcriptional regulator PgrR","1","1","1","135","103","387","1","","908","908","908","A_02936",""
"kefG","","Glutathione-regulated potassium-efflux system ancillary protein KefG","1","1","1","135","102","387","2","","434","434","434","A_02937",""
"elfA","","Laminin-binding fimbrial subunit ElfA","1","1","1","135","496","579","1","","503","503","503","A_02974",""
"elfD","","putative fimbrial chaperone protein ElfD","1","1","1","135","495","579","2","","701","701","701","A_02975",""
"elfC","","putative outer membrane usher protein ElfC","1","1","1","135","106","579","3","","2600","2600","2600","A_02976",""
"elfG","","putative fimbrial-like protein ElfG","1","1","1","135","107","579","7","","1070","1070","1070","A_02977",""
"group_1193","ycbU","putative fimbrial-like protein YcbU","1","1","1","135","108","579","6","","542","542","542","A_02978",""
"group_1194","ycbV","putative fimbrial-like protein YcbV","1","1","1","135","109","579","5","","563","563","563","A_02979",""
"ycbF","","putative fimbrial chaperone YcbF","1","1","1","135","110","579","4","","689","689","689","A_02980",""
"etk_2","","Tyrosine-protein kinase etk","1","1","1","135","111","","","","1346","1346","1346","A_03018",""
"group_1197","","hypothetical protein","1","1","1","135","711","50","1","","371","371","371","A_03021",""
"group_1198","","hypothetical protein","1","1","1","135","690","","","","275","275","275","A_03047",""
"group_1199","","hypothetical protein","1","1","1","134","687","620","15","","1277","1277","1277","A_03049",""
"group_12","","hypothetical protein","1","1","1","114","36","506","4","","530","530","530","","K_05019"
"lgoT_2","","putative L-galactonate transporter","1","1","1","132","73","156","1","","470","470","470","","K_03367"
"group_1200","","hypothetical protein","1","1","1","134","686","620","14","","1133","1133","1133","A_03050",""
"group_1201","","hypothetical protein","1","1","1","134","685","620","13","","287","287","287","A_03051",""
"gntR_1","","HTH-type transcriptional regulator GntR","1","1","1","134","684","620","12","","1031","1031","1031","A_03052",""
"group_1203","ulaC_2","Ascorbate-specific phosphotransferase enzyme IIA component","1","1","1","134","683","620","11","","443","443","443","A_03053",""
"ulaB_2","","Ascorbate-specific phosphotransferase enzyme IIB component","1","1","1","134","682","620","10","","287","287","287","A_03054",""
"group_1205","ulaA_2","Ascorbate-specific permease IIC component UlaA","1","1","1","134","681","620","9","","1256","1256","1256","A_03055",""
"group_1206","","hypothetical protein","1","1","1","134","680","620","8","","191","191","191","A_03056",""
"group_1207","","hypothetical protein","1","1","1","134","679","620","7","","1013","1013","1013","A_03057",""
"fucP_2","","L-fucose-proton symporter","1","1","1","134","678","620","6","","1316","1316","1316","A_03058",""
"rbsK_2","","Ribokinase","1","1","1","134","677","620","5","","920","920","920","A_03059",""
"group_1210","deoR_2","Deoxyribose operon repressor","1","1","1","134","676","620","4","","782","782","782","A_03060",""
"group_1211","","hypothetical protein","1","1","1","134","675","620","3","","281","281","281","A_03061",""
"group_1212","","hypothetical protein","1","1","1","134","674","620","2","","104","104","104","A_03062",""
"acuR","","Transcriptional regulator AcuR","1","1","1","134","673","620","1","","656","656","656","A_03063",""
"group_1214","","hypothetical protein","1","1","1","128","8","307","2","","1622","1622","1622","A_03072",""
"group_1215","","hypothetical protein","1","1","1","128","7","307","1","","1607","1607","1607","A_03073",""
"group_1216","","hypothetical protein","1","1","1","128","42","275","1","","173","173","173","A_03084",""
"group_1217","arsR","Arsenical resistance operon repressor","1","1","1","128","41","275","2","","353","353","353","A_03085",""
"group_1218","","hypothetical protein","1","1","1","128","36","119","1","","1223","1223","1223","A_03088",""
"group_1219","ybdO_1","putative HTH-type transcriptional regulator YbdO","1","1","1","135","1","116","1","","821","821","821","A_03105",""
"group_122","","hypothetical protein","1","1","1","126","127","335","1","","395","395","395","","K_02457"
"group_1220","","putative zinc-binding alcohol dehydrogenase","1","1","1","135","36","271","2","","1238","1238","1238","A_03110",""
"group_1221","","hypothetical protein","1","1","1","135","35","271","1","","89","89","89","A_03111",""
"aarA","","Rhomboid protease AarA","1","1","1","135","45","263","2","","797","797","797","A_03150",""
"group_1223","","hypothetical protein","1","1","1","135","46","263","1","","1010","1010","1010","A_03151",""
"ynjI","","Inner membrane protein YnjI","1","1","1","129","203","68","1","","1040","1040","1040","A_03182",""
"fbpC2","","Fe(3 ) ions import ATP-binding protein FbpC 2","1","1","1","129","189","144","1","","653","653","653","A_03188",""
"group_1226","","hypothetical protein","1","1","1","129","163","87","1","","803","803","803","A_03214",""
"group_1227","","hypothetical protein","1","1","1","129","151","175","1","","635","635","635","A_03224",""
"group_1228","","hypothetical protein","1","1","1","129","57","382","2","","203","203","203","A_03319",""
"group_1229","","hypothetical protein","1","1","1","129","58","382","1","","275","275","275","A_03320",""
"fabG_4","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","1","1","1","134","159","118","1","","743","743","743","A_03379",""
"group_1231","","hypothetical protein","1","1","1","134","160","188","1","","230","230","230","A_03391",""
"coaA_2","","Pantothenate kinase","1","1","1","134","161","26","1","","713","713","713","A_03405",""
"group_1233","","hypothetical protein","1","1","1","134","794","38","1","","137","137","137","A_03411",""
"group_1234","","hypothetical protein","1","1","1","134","656","244","1","","230","230","230","A_03451",""
"group_1235","","hypothetical protein","1","1","1","35","1","303","1","Investigate","1385","1385","1385","A_03470",""
"group_1236","","hypothetical protein","1","1","1","134","418","401","1","","377","377","377","A_03472",""
"group_1237","","hypothetical protein","1","1","1","134","419","401","2","","566","566","566","A_03473",""
"group_1238","","hypothetical protein","1","1","1","134","354","533","1","","212","212","212","A_03479",""
"yiaW_1","","Inner membrane protein YiaW","1","1","1","134","353","533","2","","323","323","323","A_03480",""
"yiaV","","Inner membrane protein YiaV","1","1","1","134","352","533","3","","1136","1136","1136","A_03481",""
"gltC_4","","HTH-type transcriptional regulator GltC","1","1","1","134","406","533","4","","974","974","974","A_03482",""
"mipA_2","","MltA-interacting protein","1","1","1","134","407","533","5","","740","740","740","A_03483",""
"group_1243","siaT_2","Sialic acid TRAP transporter permease protein SiaT","1","1","1","134","355","200","1","","248","248","248","A_03490",""
"group_1244","tabA_2","Toxin-antitoxin biofilm protein TabA","1","1","1","134","398","79","1","","428","428","428","A_03492",""
